School_ID,Short_Name,Year,Rating_Status,Graduation_Rate_School,School_Type,College_Enrollment_Rate_School,Dimension_1,Dimension_2
610093,NEIL,2023-2024,Provisional Support,,,,-1.3065376882827067,0.6641930304064195
609818,BURBANK,2023-2024,Good Standing,,,,0.8185999894088285,-0.922797499133981
609920,KANOON,2023-2024,Good Standing,,,,-0.37508360581333816,-0.4763271497211488
609938,GARY,2023-2024,Good Standing,,,,0.9908536451478565,-1.091491521084955
609693,WESTINGHOUSE HS,2023-2024,Good Standing,92.5,,86.2,3.3805286825330723,3.003618061957257
610115,PARK MANOR,2023-2024,Good Standing,,,,-1.1448007901035624,0.6425183251303253
610135,PORTAGE PARK,2023-2024,Good Standing,,,,1.4243121314304543,-0.7428038046804676
609709,GAGE PARK HS,2023-2024,Intensive Support,70.1,,48.0,-1.17155642481483,-1.0915627073771788
610123,PENN,2023-2024,Good Standing,,,,-1.2430154588063638,0.5568026311253974
610558,GOODE HS,2023-2024,Good Standing,93.2,,59.2,1.8630126774627356,0.6471801734637176
609837,CARNEGIE,2023-2024,Good Standing,,,,-0.8267376915637802,0.9667461546250206
609929,FULTON,2023-2024,Good Standing,,,,-0.6645572462365211,-0.10635983875151449
610174,SHIELDS,2023-2024,Good Standing,,,,0.027549659103207044,-0.6445050509412856
610057,FAIRFIELD,2023-2024,Good Standing,,,,-0.08478832376292812,-0.3892380991734473
609744,NORTHSIDE LEARNING HS,2023-2024,Good Standing,11.1,,,-2.3444383562317426,-4.232298450768819
610088,MOZART,2023-2024,Good Standing,,,,-0.07424080254960758,-0.5207331956642772
610101,OGDEN ES,2023-2024,Good Standing,,,,0.7022977993044556,0.767641024983023
610043,LOVETT,2023-2024,Good Standing,,,,-0.8952751872449651,0.5460632759883987
610105,ORIOLE PARK,2023-2024,Good Standing,,,,0.25393237935931096,-0.09215136213884491
610221,WEBSTER,2023-2024,Good Standing,,,,-1.3017215349555296,0.5769513085879718
610097,NIXON,2023-2024,Good Standing,,,,0.5495606761087088,-0.8688862098933292
610192,STOWE,2023-2024,Good Standing,,,,0.06484789585784698,-0.5162778388518663
609782,AUDUBON,2023-2024,Good Standing,,,,0.1859993013248401,0.008178023000336246
610245,DOUGLASS HS,2023-2024,Intensive Support,69.2,,33.3,-2.7324587707229955,-1.7281619392340972
609698,BOGAN HS,2023-2024,Intensive Support,77.3,,49.3,-0.4548176666895513,-0.1906783300266092
610180,SMYTH,2023-2024,Provisional Support,,,,-0.9648969086531441,0.873454418529159
610364,DUBOIS,2023-2024,Good Standing,,,,-1.2970831440440214,0.48922569213718314
609952,GREENE,2023-2024,Good Standing,,,,-0.5712512559563104,-0.26446319453299316
609927,FOSTER PARK,2023-2024,Good Standing,,,,-1.0297825889373817,0.8273828212172365
610593,OMBUDSMAN - ROSELAND HS,2023-2024,Good Standing,,,,-1.4238201902586798,0.35921190862909463
610063,MCCORMICK,2023-2024,Good Standing,,,,-0.17098902688253775,-0.5619514311032717
610095,NEWBERRY,2023-2024,Good Standing,,,,-0.9238540747887946,0.5406988472108604
610281,POWELL,2023-2024,Good Standing,,,,-0.5444404863711159,1.212849421313225
609804,MOSAIC,2023-2024,Good Standing,,,,1.4829303671235121,-0.16798705999858293
609751,KING HS,2023-2024,Good Standing,91.9,,86.6,1.134220876589933,4.0491945585953415
609791,BASS,2023-2024,Good Standing,,,,-1.0601679739693524,0.7076713495447875
610078,INTER-AMERICAN,2023-2024,Good Standing,,,,0.2973967936171558,-0.6756035383787106
610179,SMYSER,2023-2024,Good Standing,,,,0.9781730329819651,-0.6080360661244864
610587,DYETT ARTS HS,2023-2024,Good Standing,87.0,,56.8,-0.40837578603725866,1.6393988844916982
609933,GALE,2023-2024,Intensive Support,,,,-1.0350052662125964,0.3723197906744423
610530,SOUTH SHORE ES,2023-2024,Good Standing,,,,-1.2386335008800105,0.6150301980664976
610238,BOND,2023-2024,Good Standing,,,,-1.1420952770552388,0.6108094908051331
610127,PETERSON,2023-2024,Good Standing,,,,1.7190147412955517,-0.23533567554513338
610084,KELLER,2023-2024,Good Standing,,,,-0.9174095574347203,0.25034045331783317
610268,ASHE,2023-2024,Good Standing,,,,-0.9820988325516502,0.8740504780373286
609951,ARIEL,2023-2024,Good Standing,,,,-0.9671440629529426,0.8420304187273839
610316,EARHART,2023-2024,Good Standing,,,,-1.3135839601897297,0.5420648748934163
610345,WOODSON,2023-2024,Good Standing,,,,-1.0969582862069283,0.7041454550009221
610129,PICKARD,2023-2024,Good Standing,,,,-0.695907871704609,-0.30049875981228985
610163,STOCK,2023-2024,Good Standing,,,,-1.0393718270658667,0.05661170055593556
610185,STEVENSON,2023-2024,Good Standing,,,,2.374986005032351,-1.47941464723648
609994,HIBBARD,2023-2024,Good Standing,,,,1.6224430493541755,-1.003055292784653
609854,CHOPIN,2023-2024,Provisional Support,,,,-0.849612551716257,0.09653583052699284
609797,BEIDLER,2023-2024,Good Standing,,,,-1.130118815789537,0.6306886812733693
610006,HURLEY,2023-2024,Good Standing,,,,0.818466603195075,-1.0088157776373883
610390,RICKOVER MILITARY HS,2023-2024,Good Standing,91.0,,56.9,0.40575522282439197,0.20960536432514684
610298,LENART,2023-2024,Good Standing,,,,-1.0283815028494394,0.5822367871498303
610246,BEASLEY,2023-2024,Good Standing,,,,0.3025939148220938,2.2659962352745637
610170,COLUMBIA EXPLORERS,2023-2024,Good Standing,,,,0.9369485885416513,-1.0567327363831636
609958,GUNSAULUS,2023-2024,Good Standing,,,,0.6817695139324501,-0.8840679143261324
610038,LINCOLN,2023-2024,Good Standing,,,,0.9650335755597925,0.25941469186741667
610319,EVERGREEN,2023-2024,Good Standing,,,,-0.9770561929984318,-0.1708547375181183
609712,HIRSCH HS,2023-2024,Intensive Support,63.0,,27.3,-2.9241824317000655,-2.322466629168362
609955,GRESHAM,2023-2024,Good Standing,,,,-0.9702300309582115,0.7923305932840049
610226,SANDOVAL,2023-2024,Good Standing,,,,0.9115444562085101,-1.02647456808226
610107,OTIS,2023-2024,Provisional Support,,,,-0.6866566454185762,0.012162586830714469
609811,BRIGHT,2023-2024,Provisional Support,,,,-1.286815481828646,0.33332421145489904
609794,EDISON,2023-2024,Good Standing,,,,-0.8501972207910043,0.11985760761064125
609977,WOODLAWN,2023-2024,Good Standing,,,,-1.3519879528994092,0.4704852619101603
609961,NINOS HEROES,2023-2024,Intensive Support,,,,-1.1689659262224092,0.5186950200161328
609830,BRUNSON,2023-2024,Provisional Support,,,,-0.7600355465841346,0.7407844145368857
609680,PAYTON HS,2023-2024,Good Standing,97.6,,88.7,4.455604993600041,2.944039811147992
610323,BOWEN HS,2023-2024,Intensive Support,54.8,,45.1,-2.332547628689907,-1.7758148257480177
609968,MCAULIFFE,2023-2024,Provisional Support,,,,0.04723812486998852,-0.6052535714413784
609738,LINCOLN PARK HS,2023-2024,Good Standing,88.4,,81.8,6.279194369255914,2.0406052084296378
610367,DEPRIEST,2023-2024,Good Standing,,,,-0.6280697653607603,0.9894631731862207
400043,HOPE LEARNING ACADEMY,2023-2024,Good Standing,,,,-1.737448073367858,0.13333092981721226
609960,HALE,2023-2024,Good Standing,,,,0.8977786943642349,-0.8043680014683177
610141,RAVENSWOOD,2023-2024,Good Standing,,,,-0.11417722270558149,-0.019273375555286062
609766,VAUGHN HS,2023-2024,Good Standing,11.5,,,-2.6061845879045733,-4.176130521792722
610308,RUDOLPH,2023-2024,Good Standing,,,,-1.4608944653926335,0.14936636773800954
609819,BURKE,2023-2024,Provisional Support,,,,-1.2629948550023458,0.6521696849232956
610282,MCNAIR,2023-2024,Good Standing,,,,-0.8762787588500804,0.5155494808698398
610052,MANN,2023-2024,Good Standing,,,,-1.132363442834904,0.6693202742360719
609730,SENN HS,2023-2024,Good Standing,83.1,,69.2,4.010327564202014,0.8776986594507846
610070,MCPHERSON,2023-2024,Good Standing,,,,0.7241759372685943,-0.34968272987121163
610564,DISNEY II HS,2023-2024,Good Standing,92.1,,74.3,1.627122510217749,1.5696006419917183
609704,FARRAGUT HS,2023-2024,Good Standing,65.9,,45.2,-0.5859878424720572,-1.9778792625536266
610099,NORWOOD PARK,2023-2024,Good Standing,,,,-0.6993543262152719,-0.0401099925541505
610133,WARD L,2023-2024,Good Standing,,,,-1.0921750445332534,0.47472273637086265
610013,PILSEN,2023-2024,Good Standing,,,,-0.9690886211499029,-0.15765801492425255
610122,PEIRCE,2023-2024,Good Standing,,,,1.8294331848218301,-0.2668808600337182
609883,DENEEN,2023-2024,Good Standing,,,,-0.729184032275666,1.0769260970149053
610037,LIBBY,2023-2024,Good Standing,,,,-1.0304344424105982,0.2629257675200481
609987,HENDRICKS,2023-2024,Good Standing,,,,-1.2997602445954464,0.4641793563719187
610300,WESTCOTT,2023-2024,Provisional Support,,,,-0.9261327161099039,0.9675496089787258
610290,MAYS,2023-2024,Intensive Support,,,,-1.3492025344280267,0.5915612829607734
609986,HENDERSON,2023-2024,Intensive Support,,,,-1.218342737045088,0.23302237930001088
610269,MCCUTCHEON,2023-2024,Good Standing,,,,-0.6624854470086522,0.35477260244801195
610032,GREEN,2023-2024,Good Standing,,,,-1.0966953361831988,0.758809466843532
609759,CLEMENTE HS,2023-2024,Intensive Support,85.9,,48.9,0.43774527219364906,-0.3003898906711262
609832,BYRNE,2023-2024,Good Standing,,,,0.1797601078598166,-0.457093724223227
609945,GOUDY,2023-2024,Good Standing,,,,0.23505694599779398,0.22413027748349965
610051,NORTHWEST,2023-2024,Provisional Support,,,,0.030986652913979257,-0.6101715073174264
610208,LAVIZZO,2023-2024,Good Standing,,,,-0.98283443724384,0.8030758497876774
609734,TAFT HS,2023-2024,Good Standing,90.1,,75.3,14.633910728924679,-1.1515850527646203
610183,SPENCER,2023-2024,Provisional Support,,,,-0.9432790808619556,0.7939949033750596
610000,HOWE,2023-2024,Provisional Support,,,,-0.9713136348865505,0.7445433318490194
610130,PIRIE,2023-2024,Provisional Support,,,,-1.4206909964489,0.5355781687596625
609971,HARVARD,2023-2024,Provisional Support,,,,-1.0237778895561598,0.8681663376327775
609764,JUAREZ HS,2023-2024,Good Standing,82.4,,57.9,4.2580120580100305,-2.0831058733633414
610541,LORCA,2023-2024,Good Standing,,,,0.4900817432804445,-0.8147218419955974
610171,MIRELES,2023-2024,Provisional Support,,,,-0.5454319684313054,0.33779186933478955
610347,CLAREMONT,2023-2024,Provisional Support,,,,-0.9682156615513438,0.547856418777541
609899,EBINGER,2023-2024,Good Standing,,,,0.6515994403018422,0.007107274246289701
610138,PULASKI,2023-2024,Good Standing,,,,1.0404022038768796,-0.5279262567560751
609872,PEREZ,2023-2024,Good Standing,,,,-0.710277777570496,-0.25454726407663436
610235,YOUNG ES,2023-2024,Intensive Support,,,,-0.8074221159025683,0.6112075303549223
609857,CLEVELAND,2023-2024,Good Standing,,,,-0.07713766337852407,-0.4341173868666536
610199,COLEMON,2023-2024,Good Standing,,,,-1.3536798434066266,0.4895498759955933
610142,RAY,2023-2024,Good Standing,,,,-0.320845257232071,0.8266120343433019
609956,GRIMES,2023-2024,Good Standing,,,,-0.43800022869356386,-0.4025016394684801
610033,LASALLE,2023-2024,Good Standing,,,,-0.3879204145542978,0.4450814696021246
610106,PICCOLO,2023-2024,Good Standing,,,,0.26749903805734093,-0.1429213473775596
609894,DRAKE,2023-2024,Provisional Support,,,,-1.120989499018378,0.740242228031719
609795,CLARK ES,2023-2024,Good Standing,,,,-1.3446404433033636,0.1841994456538914
609786,AVALON PARK,2023-2024,Good Standing,,,,-1.3124098288036836,0.5304656550665059
610315,WHITE,2023-2024,Provisional Support,,,,-1.5565902780176228,0.419586005759507
610592,ENGLEWOOD STEM HS,2023-2024,Good Standing,,,,-0.19271687137533905,1.0529907768814826
610148,CHAVEZ,2023-2024,Good Standing,,,,1.1767209611329776,-1.1547260708865152
609836,CANTY,2023-2024,Good Standing,,,,1.0763352650967666,-0.5109056505007037
610227,WHITNEY,2023-2024,Good Standing,,,,0.42052669751026894,-0.8529182951927065
610067,MCKAY,2023-2024,Good Standing,,,,-0.07668436709681535,0.5301904052539301
610213,WADSWORTH,2023-2024,Good Standing,,,,-0.75488496480165,1.0850944044358086
609896,DRUMMOND,2023-2024,Good Standing,,,,-0.7470378801243394,0.0558790668562473
610547,SOUTH SHORE INTL HS,2023-2024,Good Standing,90.3,,73.7,0.3736611540402718,2.9334547434372933
609679,PROSSER HS,2023-2024,Good Standing,90.6,,71.5,3.112670207461349,0.6748556351140951
609879,DAWES,2023-2024,Good Standing,,,,1.6086201040821717,-0.9426027850454561
609875,DARWIN,2023-2024,Good Standing,,,,0.017466191106024986,-0.4807490345744336
609880,DECATUR,2023-2024,Good Standing,,,,-0.5267972134132632,0.1418510218311011
610363,DISNEY,2023-2024,Good Standing,,,,2.3508090991601844,1.279302204353445
610394,UPLIFT HS,2023-2024,Intensive Support,62.7,,51.7,-1.9552311229784551,-1.0090075797373588
610175,SHOESMITH,2023-2024,Good Standing,,,,-1.0464685336829052,0.6323157446212543
609898,EBERHART,2023-2024,Good Standing,,,,1.9802507693524398,-1.4664188132225804
610503,FRAZIER PROSPECTIVE,2023-2024,Good Standing,,,,-1.4361746092785581,0.3950701258848542
610086,MOUNT VERNON,2023-2024,Good Standing,,,,-1.1846619595871968,0.6310740467350233
400137,LITTLE BLACK PEARL HS,2023-2024,Good Standing,100.0,,32.1,-1.8392619303283966,0.13909176488221112
610087,BLAIR,2023-2024,Good Standing,,,,-0.933899816204873,-0.14650744037686064
609834,LITTLE VILLAGE,2023-2024,Good Standing,,,,0.3835621151919325,-0.8280409592876342
610046,LYON,2023-2024,Good Standing,,,,1.9019032448904585,-1.3762222189235955
610178,SCHMID,2023-2024,Good Standing,,,,-1.364699585368821,0.4907916091921075
609921,TELPOCHCALLI,2023-2024,Good Standing,,,,-0.9295292986085689,-0.19806198419947804
400181,ART IN MOTION,2023-2024,Good Standing,,,,-0.358876655483383,1.2035195410339412
610193,NEW SULLIVAN,2023-2024,Good Standing,,,,-0.6540969818744213,0.6141022404000757
609694,HANCOCK HS,2023-2024,Good Standing,96.3,,73.2,2.8336707052246575,0.6206341103957229
609893,DORE,2023-2024,Good Standing,,,,0.6768193319537121,-0.7275957732223524
610188,DUNNE,2023-2024,Good Standing,,,,-1.2956543561557237,0.5659543372924432
610202,TILTON,2023-2024,Good Standing,,,,-1.1570728405321888,0.5458096862109999
609861,CLISSOLD,2023-2024,Good Standing,,,,-0.7518957926638239,0.8532212068365945
609750,SIMPSON HS,2023-2024,Good Standing,,,27.3,-2.558949122409458,-1.4367993174258165
609678,JONES HS,2023-2024,Good Standing,98.3,,88.3,6.807892544308961,2.6691676399978927
609926,FRANKLIN,2023-2024,Good Standing,,,,-0.780775131082086,0.47804988916175706
610021,CASALS,2023-2024,Good Standing,,,,-0.5483725814249998,-0.03538957917225412
609918,FIELD,2023-2024,Good Standing,,,,-1.2552193811410117,0.10243346727775442
610062,MIÃ‘OSO,2023-2024,Good Standing,,,,-0.7368687911154618,0.23845705469920153
610029,LOZANO,2023-2024,Good Standing,,,,-1.0313947643555255,-0.06294459085256686
609733,SULLIVAN HS,2023-2024,Good Standing,72.9,,60.9,0.815828099125895,-0.05358742562174097
609979,HEALY,2023-2024,Good Standing,,,,4.886583710012085,0.08292227365647518
610157,SAWYER,2023-2024,Good Standing,,,,1.7427979217019953,-1.4216286865685785
610026,KINZIE,2023-2024,Good Standing,,,,0.5237843358762335,-0.6428423443297397
610249,TALMAN,2023-2024,Good Standing,,,,-0.4667843658645977,-0.422324433797153
610055,FARADAY,2023-2024,Good Standing,,,,-1.3725831712330758,0.4424658694735055
610228,WHITTIER,2023-2024,Good Standing,,,,-1.119848230682732,-0.14347697049122865
609674,CHICAGO VOCATIONAL HS,2023-2024,Provisional Support,73.2,,28.7,-1.4951615748804592,-0.6917041401346441
609817,BUDLONG,2023-2024,Good Standing,,,,1.0577499199116556,-0.24752565497707052
609737,VON STEUBEN HS,2023-2024,Good Standing,93.3,,77.2,5.560440314369117,0.9929057853915717
609835,CAMERON,2023-2024,Good Standing,,,,0.3677100074714879,-0.5160891184887255
610405,SUDER,2023-2024,Good Standing,,,,-0.590504556648923,0.5780867621057179
610068,HANSON PARK,2023-2024,Good Standing,,,,2.29909463724045,-1.6172524652033347
610523,EDISON PARK,2023-2024,Good Standing,,,,-0.2902573605535765,-0.013458276748824657
610402,DEVRY HS,2023-2024,Good Standing,,,76.9,-0.6001250619454365,1.3779931065294055
610543,SOLORIO HS,2023-2024,Good Standing,88.6,,68.9,3.5986119356499238,-0.6436346144347675
610312,MCDOWELL,2023-2024,Good Standing,,,,-1.4833306147821588,0.37206166069135327
610027,KIPLING,2023-2024,Good Standing,,,,-1.2451611185186062,0.5939264300087141
610184,SPRY ES,2023-2024,Good Standing,,,,-0.6298448393165541,-0.3449431925675749
609756,CURIE HS,2023-2024,Good Standing,75.1,,64.9,9.143565130796535,-3.4545056452177807
609740,WELLS HS,2023-2024,Provisional Support,77.1,,47.0,-1.1709864053890597,-0.45103083130281846
610117,PASTEUR,2023-2024,Good Standing,,,,0.4601360523007806,-0.8217918418868089
610132,POE,2023-2024,Good Standing,,,,-1.3333165011068255,0.5618137936517472
610128,GARVEY,2023-2024,Provisional Support,,,,-1.3027507653230919,0.6600956916195087
609997,HOLMES,2023-2024,Good Standing,,,,-1.4403568549600991,0.34207312682995944
609963,HAMILTON,2023-2024,Good Standing,,,,-0.22418179852500753,0.07377685527087736
610217,WARD J,2023-2024,Good Standing,,,,0.9724877431938233,0.21848002225542887
610352,DURKIN PARK,2023-2024,Good Standing,,,,0.542319530907517,-0.6604474911366113
610223,WENTWORTH,2023-2024,Intensive Support,,,,-0.9337508855438754,0.7895055312723759
610203,MONARCAS,2023-2024,Good Standing,,,,1.12606137803083,-1.1156861797474764
610534,SKINNER NORTH,2023-2024,Good Standing,,,,0.2663788511975948,0.26277717222325087
609937,GARVY,2023-2024,Good Standing,,,,0.88133735520018,-0.2908553490222783
610350,BLACK,2023-2024,Good Standing,,,,-1.0422835088549345,0.9019298850987527
609947,GRAHAM ES,2023-2024,Good Standing,,,,-0.6782041805460054,-0.0030938687627131353
609755,YOUNG HS,2023-2024,Good Standing,95.7,,88.3,7.529183443050621,3.0759675138563765
609855,CHRISTOPHER,2023-2024,Provisional Support,,,,-0.7330850447580027,-0.1854047885475518
609876,DAVIS N,2023-2024,Provisional Support,,,,0.08070575694414933,-0.6615354532040216
609869,LANGFORD,2023-2024,Intensive Support,,,,-1.416755173568072,0.40695922779741467
610034,LAWNDALE,2023-2024,Intensive Support,,,,-1.413837951342808,0.510060794966409
610369,JACKSON M,2023-2024,Intensive Support,,,,-1.1223864111352295,0.7580315448979313
610125,RUIZ,2023-2024,Good Standing,,,,-0.16760474301945705,-0.5433803189703995
609777,ARMOUR,2023-2024,Good Standing,,,,-0.884470083855038,-0.10540493807122085
610102,OGLESBY,2023-2024,Intensive Support,,,,-1.2141964393984284,0.668692914179247
610191,STONE,2023-2024,Good Standing,,,,0.5061480803049957,0.3351753523583043
610004,CULLEN,2023-2024,Good Standing,,,,-1.3443563154573868,0.47167018626794216
609749,NORTHSIDE PREP HS,2023-2024,Good Standing,96.0,,93.2,3.6590334318224276,2.9824470127843323
609922,BELMONT-CRAGIN,2023-2024,Good Standing,,,,0.10737525617192747,-0.6780066626112885
609745,SOUTHSIDE HS,2023-2024,Good Standing,,,3.1,-2.3594356138691457,-2.6040285473382254
610153,RYDER,2023-2024,Good Standing,,,,-0.9565338358681358,0.860481187949285
609716,KELVYN PARK HS,2023-2024,Intensive Support,73.9,,40.0,-0.801991101796115,-1.7244724793582549
610044,LOWELL,2023-2024,Good Standing,,,,-0.7233040315536403,-0.0660309967211631
609705,FENGER HS,2023-2024,Intensive Support,66.1,,35.1,-2.3475998175077804,-1.465360452108957
610017,SAUCEDO,2023-2024,Good Standing,,,,1.3729988914580866,-1.1412352322432338
610015,JUNGMAN,2023-2024,Good Standing,,,,-0.7787896628054676,-0.022008841396495785
609935,GALLISTEL,2023-2024,Good Standing,,,,0.42221706903394923,-0.7434461029390645
610256,ROBINSON,2023-2024,Provisional Support,,,,-1.5998394126369244,0.3904641671573165
609719,LAKE VIEW HS,2023-2024,Good Standing,94.3,,66.9,3.99518632784904,0.25228933367509826
610207,VANDERPOEL,2023-2024,Good Standing,,,,-1.2823526059415271,0.6544048696533256
609865,JORDAN,2023-2024,Good Standing,,,,0.028910331955098845,-0.07982476716147043
609708,FOREMAN HS,2023-2024,Intensive Support,76.1,,50.0,-0.002660327192128123,-1.0476222804138977
610173,SHERWOOD,2023-2024,Good Standing,,,,-1.2431978082597492,0.5255135131957858
609713,HYDE PARK HS,2023-2024,Provisional Support,75.0,,52.4,-0.0936657344147622,1.314768252348654
610291,LEE,2023-2024,Good Standing,,,,0.4153535869828961,-0.8207155156412915
610112,PARKER,2023-2024,Provisional Support,,,,-1.010549432377593,0.8795594353697156
610219,WASHINGTON G ES,2023-2024,Good Standing,,,,0.4000902815641439,-0.7256824170336845
610539,CAMRAS,2023-2024,Good Standing,,,,0.8693779225705281,-0.9547796517513822
609849,CASSELL,2023-2024,Good Standing,,,,-0.6023969853726617,0.04695978468326385
610109,OWEN,2023-2024,Good Standing,,,,-1.2145480038741137,0.7143077346238127
609972,HAUGAN,2023-2024,Good Standing,,,,1.833786937401415,-1.1819380189650528
610257,MORTON,2023-2024,Provisional Support,,,,-1.3120301056540702,0.42932649373389214
609827,BURNSIDE,2023-2024,Good Standing,,,,-1.1086561827603822,0.7337751494611474
610276,MOLLISON,2023-2024,Provisional Support,,,,-1.3023231953632999,0.6338674475466582
609806,BRADWELL,2023-2024,Good Standing,,,,-0.7858253338729949,0.9092143340300632
610355,COURTENAY,2023-2024,Good Standing,,,,-0.8540231919871468,0.1274844130287591
610100,WEST PARK,2023-2024,Intensive Support,,,,-0.3781597092798092,-0.317223251566342
610120,PECK,2023-2024,Good Standing,,,,0.9666908018603362,-1.076280644098702
609753,CHICAGO AGRICULTURE HS,2023-2024,Good Standing,82.7,,67.1,0.7684078583528613,1.5366690532922567
610362,EVERS,2023-2024,Good Standing,,,,-1.286849477745429,0.5337902704011368
609976,HAYT,2023-2024,Good Standing,,,,1.532335661235778,-0.07577070687768421
609725,MORGAN PARK HS,2023-2024,Good Standing,87.9,,59.8,1.1694845062503694,3.20483278234943
609867,COOPER,2023-2024,Good Standing,,,,-0.2694630408252218,-0.47780922612732796
609909,EVERETT,2023-2024,Good Standing,,,,-1.374099977125816,0.007651434906028437
609718,KENNEDY HS,2023-2024,Good Standing,80.9,,70.8,4.352364520409318,-0.9825084382787401
609792,BATEMAN,2023-2024,Good Standing,,,,1.446760499099373,-0.8365959986815488
609993,LARA,2023-2024,Good Standing,,,,-0.535724659507508,-0.3414919717459626
609908,ESMOND,2023-2024,Provisional Support,,,,-1.2572687749215092,0.6685781472969191
609839,CARROLL,2023-2024,Good Standing,,,,-0.7746947059184741,0.7633636036163263
610518,AUSTIN CCA HS,2023-2024,Intensive Support,68.0,,30.0,-2.566595489851069,-1.755090330352324
609710,HARLAN HS,2023-2024,Intensive Support,63.2,,30.6,-2.559988017255823,-1.935244966346813
610212,ALBANY PARK,2023-2024,Good Standing,,,,-0.8775994839556809,-0.18529994508669942
610131,PLAMONDON,2023-2024,Good Standing,,,,-1.4622110448858197,0.06645763746503501
610357,SPRY HS,2023-2024,Provisional Support,81.8,,66.7,-1.2016316066150805,0.8087230827215828
610165,SCHUBERT,2023-2024,Provisional Support,,,,0.16344100796713198,-0.7092347816198956
400068,PLATO,2023-2024,Provisional Support,,,,-1.4246921782240185,0.5443149513591018
610295,HIGGINS,2023-2024,Good Standing,,,,-1.0933597108346762,0.6483767982959133
610103,OKEEFFE,2023-2024,Intensive Support,,,,-0.7348638567863672,1.089955031626845
609924,FORT DEARBORN,2023-2024,Good Standing,,,,-1.0808420358868183,0.7695786620383764
609676,DUNBAR HS,2023-2024,Intensive Support,76.3,,38.9,-1.57220980738985,-0.32327584256630104
609981,HEARST,2023-2024,Good Standing,,,,-0.7809650420570706,0.004077368571906612
610177,SKINNER,2023-2024,Good Standing,,,,1.7642520937661055,0.6848841661694349
610143,REAVIS,2023-2024,Good Standing,,,,-1.194314919861435,0.7183453644130334
610167,SEWARD,2023-2024,Good Standing,,,,-0.21695808303079978,-0.5281116892111473
610155,SAUGANASH,2023-2024,Good Standing,,,,0.618876830633042,0.0008597506120924534
610147,ROGERS,2023-2024,Good Standing,,,,0.9038455094023949,0.04529316006119448
609939,GILLESPIE,2023-2024,Provisional Support,,,,-1.055972940942557,0.8558896214281989
610047,MADISON,2023-2024,Provisional Support,,,,-1.3362017409989022,0.5684080623827582
610216,WALSH,2023-2024,Good Standing,,,,-0.9203303002612849,-0.020675062017303042
610529,OGDEN HS,2023-2024,Good Standing,98.3,,81.5,1.0503204447636783,2.918565537837555
609829,BURROUGHS,2023-2024,Good Standing,,,,-0.5700943570701446,-0.3290845740854597
610590,BRONZEVILLE CLASSICAL,2023-2024,Good Standing,,,,-0.9498273695300857,0.8884833820126403
610048,MANIERRE,2023-2024,Intensive Support,,,,-1.1824592149991933,0.6291535698958237
610396,TARKINGTON,2023-2024,Good Standing,,,,1.2349389948842666,-0.727312441776693
609788,BARNARD,2023-2024,Good Standing,,,,-1.2101958365319228,0.6089832385363219
610542,WEST RIDGE,2023-2024,Good Standing,,,,0.9619736151412559,0.0662145142245553
610559,SHIELDS MIDDLE,2023-2024,Good Standing,,,,-0.2989665272438652,-0.48254908168799865
609720,LANE TECH HS,2023-2024,Good Standing,96.9,,89.5,14.939519306445614,1.2107322152917028
609873,CROWN,2023-2024,Provisional Support,,,,-1.5678774482807964,0.34202813197093707
610342,SABIN,2023-2024,Provisional Support,,,,-0.7412809815176494,-0.09662696800520178
610073,MITCHELL,2023-2024,Good Standing,,,,-0.4982184437393295,-0.002906586402654926
610172,SHERMAN,2023-2024,Good Standing,,,,-1.2084734911134516,0.4151040949972786
609907,ERICSON,2023-2024,Good Standing,,,,-1.0333601397471304,0.7987853604708437
609723,MARSHALL HS,2023-2024,Intensive Support,63.2,,38.6,-2.3900477200347328,-1.5287318664088896
610274,JOHNSON,2023-2024,Provisional Support,,,,-1.3362710209060393,0.5595070291374534
610098,NOBEL,2023-2024,Good Standing,,,,0.3643289802859967,-0.5713414760453639
609983,HEDGES,2023-2024,Provisional Support,,,,-0.0932854896051504,-0.6108595851057215
400091,CHICAGO TECH HS,2023-2024,Provisional Support,94.7,,31.1,-1.2391787598204695,0.2478793938943264
610385,MULTICULTURAL ARTS HS,2023-2024,Good Standing,55.3,,42.9,-1.8388372868777976,-2.36795937464175
609715,KELLY HS,2023-2024,Good Standing,72.8,,55.5,5.060535910731965,-2.6975147013324356
610287,ASHBURN,2023-2024,Good Standing,,,,-0.9312587300166812,0.5858422036470773
609729,SCHURZ HS,2023-2024,Intensive Support,79.9,,55.7,2.53302149770885,-1.3947339893345199
609800,BENNETT,2023-2024,Provisional Support,,,,-1.2648839532053349,0.7237559757714944
610039,VON LINNE,2023-2024,Good Standing,,,,0.4471677324118707,-0.5954101850484315
609964,HAMLINE,2023-2024,Provisional Support,,,,0.218402208105748,-0.6540939671324331
610197,TALCOTT,2023-2024,Good Standing,,,,-0.1447552237757716,-0.45672321031844176
609779,ARMSTRONG G,2023-2024,Good Standing,,,,3.061411361289856,0.17410452702912702
609862,COLES,2023-2024,Provisional Support,,,,-1.2531245966506983,0.6405130421981698
610513,AIR FORCE HS,2023-2024,Good Standing,82.0,,50.0,-1.5255191290355816,-0.0032390094984091292
609856,CLAY,2023-2024,Good Standing,,,,0.1828220140448179,-0.26519584388909406
610005,HUGHES C,2023-2024,Good Standing,,,,-1.3920985163928081,0.3839605506490777
